Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250049-València-Conselleria Meteo.
	
FECHA	HORA	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	Veloc.máx.
22/07/2022	07	0,1	252	25,4	69	1003	213	0	0,1
22/07/2022	08	0,1	199	27,6	63	1003	242	0	0,1
22/07/2022	09	0,1	173	28,9	61	1003	649	0	1,1
22/07/2022	10	0,7	147	30,1	56	1003	809	0	3
22/07/2022	11	4,1	137	29,7	49	1003	922	0	7,2
22/07/2022	12	7,1	132	28,8	54	1002	971	0	10,6
22/07/2022	13	5,2	136	29,4	55	1002	965	0	9,6
22/07/2022	14	7,6	127	28,9	56	1002	910	0	11,1
22/07/2022	15	5,6	123	29,5	53	1001	799	0	10
22/07/2022	16	3,4	130	30,3	53	1001	648	0	8,7
22/07/2022	17	1,9	140	30,7	55	1000	466	0	6
22/07/2022	18	2,2	56	29	69	1000	210	0	7
22/07/2022	19	4,8	46	27,8	73	1001	105	0	10,8
22/07/2022	20	6,3	38	27,1	77	1001	10	0	12,2
22/07/2022	21	7,2	31	26,8	81	1002	1	0	12,4
22/07/2022	22	6	29	26,6	81	1002	1	0	10,3
22/07/2022	23	3,7	34	26,4	79	1002	1	0	8,2
23/07/2022	00	2,3	331	26,2	73	1002	1	0	7,1
23/07/2022	01	0,4	280	26,1	61	1002	1	0	2,6
23/07/2022	02	0,1	323	25,8	62	1002	1	0	1,2
23/07/2022	03	0,1	311	25,3	66	1002	1	0	0,1
23/07/2022	04	0,1	311	24,5	70	1002	1	0	0,8
23/07/2022	05	0,5	319	23,9	69	1003	2	0	2,3
23/07/2022	06	0,1	309	23,9	65	1003	47	0	1,3
23/07/2022	07	0,4	310	24,6	58	1003	199	0	2,2
23/07/2022	08	0,4	314	26,5	53	1004	279	0	2,3
23/07/2022	09	0,8	14	28,6	59	1004	600	0	4,4
23/07/2022	10	1,1	121	29,2	70	1004	781	0	6,2
23/07/2022	11	1,8	146	29	73	1004	889	0	9
23/07/2022	12	2,2	156	29,1	74	1004	941	0	9,5
23/07/2022	13	1,3	154	29,7	73	1003	942	0	7,6
23/07/2022	14	1,6	118	29,7	77	1003	885	0	8,2
23/07/2022	15	1,7	141	30,2	72	1002	783	0	6,6
23/07/2022	16	2,8	150	29,1	74	1002	625	0	7,4
23/07/2022	17	0,6	174	29,9	70	1002	433	0	5,1
23/07/2022	18	1,9	56	28,2	80	1002	222	0	7,3
23/07/2022	19	4,1	51	26,8	88	1002	74	0	10,1
23/07/2022	20	5,2	39	26,3	92	1003	6	0	10,4
23/07/2022	21	4,4	29	26,3	89	1003	1	0	9,5
23/07/2022	22	3	28	26,1	89	1004	1	0	6,5
23/07/2022	23	1,1	18	25,9	91	1004	1	0	3,4
24/07/2022	00	0,2	355	25,5	92	1004	1	0	2,8
24/07/2022	01	0,2	323	25,5	88	1004	1	0	1,5
24/07/2022	02	0,2	318	25	84	1004	1	0	1,9
24/07/2022	03	0,5	315	24,4	88	1003	1	0	2,3
24/07/2022	04	0,1	314	24	89	1003	1	0	0,5
24/07/2022	05	0,6	315	23,7	88	1004	2	0	2,8
24/07/2022	06	0,3	314	23,5	85	1004	46	0	2
24/07/2022	07	0,1	300	24,9	79	1004	206	0	0,3
24/07/2022	08	0,1	288	26,9	74	1004	287	0	0,5
24/07/2022	09	0,1	154	28,5	73	1004	627	0	1
24/07/2022	10	0,6	151	29,9	66	1004	794	0	2,4
24/07/2022	11	3	136	29,2	64	1003	906	0	6,5
24/07/2022	12	3,1	129	29,5	65	1003	956	0	7,5
24/07/2022	13	4,1	127	28,7	72	1002	960	0	8
24/07/2022	14	3	123	29,5	71	1002	907	0	7,5
24/07/2022	15	2,1	127	30	67	1001	809	0	6,8
24/07/2022	16	0,6	145	31	66	1000	658	0	4,9
24/07/2022	17	1,3	59	30,5	68	1000	471	0	4,7
24/07/2022	18	2,4	50	29,5	73	999	267	0	6,8
24/07/2022	19	3,5	45	28,3	77	1000	84	0	7,7
24/07/2022	20	3,8	39	27,6	77	1000	5	0	9,5
24/07/2022	21	5,6	35	27	82	1001	1	0	11,6
24/07/2022	22	5,7	34	26,5	88	1001	1	0	11,3
24/07/2022	23	4,5	28	26,1	91	1001	1	0	8,3
25/07/2022	00	0,8	3	26	87	1001	1	0	3,7
25/07/2022	01	0,1	30	25,3	84	1001	1	0	0,1
25/07/2022	02	0,1	276	25	90	1000	1	0	0,1
25/07/2022	03	0,1	233	24,9	93	1000	1	0	0,4
25/07/2022	04	0,2	252	24,5	94	1000	1	0	1,5
25/07/2022	05	0,1	287	24,4	92	1000	2	0	0,9
25/07/2022	06	0,1	305	24,4	86	1000	42	0	0,9
25/07/2022	07	0,1	349	26	76	1000	191	0	0,2
25/07/2022	08	0,2	114	28	69	1001	339	0	2
25/07/2022	09	0,2	74	29,5	68	1001	544	0	3
25/07/2022	10	0,2	30	30,4	67	1001	610	0	3
25/07/2022	11	0,3	70	30,5	70	1001	781	0	3,2
25/07/2022	12	0,4	193	31,6	68	1001	724	0	4,6
25/07/2022	13	0,3	193	30,2	76	1000	721	0	5
25/07/2022	14	1,2	168	30,7	73	1000	890	0	7,1
25/07/2022	15	0,9	188	30,7	73	999	735	0	6,5
25/07/2022	16	2,3	109	29,5	81	999	620	0	9,9
25/07/2022	17	2,2	125	29,7	78	999	427	0	8,6
25/07/2022	18	2,9	68	29,1	78	999	195	0	9,7
25/07/2022	19	1,8	76	28,9	74	999	75	0	7,7
25/07/2022	20	0,3	76	29,1	64	999	6	0	3,7
25/07/2022	21	0,2	98	29,1	61	1000	1	0	1,9
25/07/2022	22	0,1	67	28,7	65	1001	1	0	1,2
25/07/2022	23	0,1	72	28,2	67	1001	1	0	1,6
26/07/2022	00	2,1	66	27,2	84	1002	1	0	6,6
26/07/2022	01	2,4	95	26,9	100	1002	1	0	9,5
26/07/2022	02	2,7	69	26,8	100	1002	1	0	8,1
26/07/2022	03	2,2	32	26,3	100	1002	1	0	6,4
26/07/2022	04	2	32	26	99	1001	1	0	6
26/07/2022	05	2,2	26	26	90	1001	1	0	5,9
26/07/2022	06	2	32	26,1	79	1002	14	0	5,2
26/07/2022	07	1,4	50	26,6	67	1002	100	0	5,1
26/07/2022	08	1,3	57	27,4	66	1002	332	0	5,9
26/07/2022	09	1	120	28,1	68	1002	460	0	6,3
26/07/2022	10	0,6	157	29,1	64	1002	741	0	5,1
26/07/2022	11	0,8	126	29,6	61	1002	843	0	5,4
26/07/2022	12	1,8	142	29	65	1002	852	0	7,2
26/07/2022	13	2,2	144	29	67	1001	938	0	7,9
26/07/2022	14	2,4	127	29,1	68	1001	891	0	7,8
26/07/2022	15	2,2	139	29,3	70	1000	783	0	8,6
26/07/2022	16	3,7	131	28,8	76	999	595	0	9,4
26/07/2022	17	5,8	139	27,7	86	999	337	0	9,9
26/07/2022	18	3,8	135	27,6	86	999	143	0	9,3
26/07/2022	19	1,7	140	27,5	85	999	63	0	7,8
26/07/2022	20	2,7	126	26,6	92	999	4	0	6,2
26/07/2022	21	1,8	125	26,5	94	1000	1	0	4,5
26/07/2022	22	1,4	128	26,4	95	1000	1	0	4,3
26/07/2022	23	1,9	126	26,4	94	1000	1	0	4,5
27/07/2022	00	1,2	131	26,4	96	1000	1	0	2,8
27/07/2022	01	0,6	139	26,2	97	1000	1	0	1,8
27/07/2022	02	0,6	141	26,1	98	999	1	0	1,6
27/07/2022	03	0,1	121	26,2	96	999	1	0	0,6
27/07/2022	04	0,3	76	25,9	97	999	1	0	1,7
27/07/2022	05	0,4	137	26	96	999	1	0	2
27/07/2022	06	1,8	120	25,8	98	999	21	0	4,6
27/07/2022	07	2,6	138	25,9	96	1000	98	0	4,7
27/07/2022	08	3	133	26,6	90	1000	291	0	6,1
27/07/2022	09	2	120	27,4	81	1000	257	0	6,4
27/07/2022	10	3,4	124	27,3	80	1000	348	0	8,2
27/07/2022	11	3,2	130	28,3	73	1000	852	0	8,6
27/07/2022	12	3,3	126	28,8	70	1000	909	0	9
27/07/2022	13	3,2	135	28,8	71	1000	927	0	9,3
27/07/2022	14	4,8	121	28,1	74	999	867	0	10,8
27/07/2022	15	6,3	124	28	70	998	780	0	12,1
27/07/2022	16	6	138	28	73	998	619	0	11,5
27/07/2022	17	3,5	136	28,1	76	997	317	0	9,4
27/07/2022	18	0,8	185	27,9	81	997	136	0	5,3
27/07/2022	19	0,5	153	27,4	86	997	62	0	5,5
27/07/2022	20	0,5	171	26,6	90	997	5	0	4,7
27/07/2022	21	0,3	150	26,5	92	998	1	0	4,5
27/07/2022	22	0,4	208	26,5	93	999	1	0	3,9
27/07/2022	23	0,5	147	26,4	95	998	1	0	4,1
28/07/2022	00	0,2	41	26,3	96	998	1	0	1,5
28/07/2022	01	0,1	39	26	100	998	1	0	1,6
28/07/2022	02	0,8	290	25,5	100	998	1	0	4,6
28/07/2022	03	0,2	270	25,3	99	997	1	0	3,4
28/07/2022	04	0,1	280	25,1	98	997	1	0	2,2
28/07/2022	05	0,2	319	24,8	96	997	2	0	1,7
28/07/2022	06	0,1	322	24,9	90	998	40	0	1,3
28/07/2022	07	0,1	319	25,9	84	998	182	0	1,4
28/07/2022	08	0,1	323	27,3	81	998	374	0	1,6
28/07/2022	09	0,1	236	29,4	70	998	510	0	1
28/07/2022	10	1,4	127	30,3	66	998	773	0	3,3
28/07/2022	11	5,1	135	28,3	79	998	839	0	8,7
28/07/2022	12	5,7	137	28,6	75	998	940	0	9,8
28/07/2022	13	7,1	134	28,5	74	998	946	0	10,8
28/07/2022	14	6,5	132	28,7	77	997	892	0	12,3
28/07/2022	15	6,6	127	28,4	78	997	784	0	12,2
28/07/2022	16	8,4	127	27,9	82	996	615	0	13,5
28/07/2022	17	5,8	133	28	84	997	439	0	11,7
28/07/2022	18	5,1	125	27,6	88	997	232	0	11,1
28/07/2022	19	1,2	198	27	88	998	45	0	7,6
28/07/2022	20	0,6	177	26,4	91	998	4	0	5,3
28/07/2022	21	0,3	72	26,2	92	999	1	0	3,7
28/07/2022	22	0,2	71	26,1	92	1000	1	0	2,7
28/07/2022	23	0,1	164	26	92	999	1	0	2,8
29/07/2022	00	0,1	112	25,9	91	999	1	0	1,8
29/07/2022	01	0,1	70	25,7	90	999	1	0	1,5
29/07/2022	02	0,2	64	25,6	91	999	1	0	2,1
29/07/2022	03	0,1	44	25,5	93	999	1	0	0,7
29/07/2022	04	0,1	39	25,2	97	999	1	0	0,1
29/07/2022	05	0,3	20	25,3	97	999	1	0	0,8
29/07/2022	06	0,3	30	25,3	97	999	36	0	1,7
29/07/2022	07	0,1	31	26,5	90	1000	153	0	0,1
29/07/2022	08	0,3	33	27	84	1000	245	0	2
29/07/2022	09	0,1	25	27,7	81	1000	135	0	0,1
29/07/2022	10	0,1	84	28,4	77	1000	178	0	0,8
29/07/2022	11	1,2	120	28,4	78	1000	353	0	4,9
29/07/2022	12	4,8	128	28,2	76	1000	886	0	8,5
29/07/2022	13	3,4	133	29,2	71	1000	943	0	8,2
29/07/2022	14	5	133	29,1	69	1000	894	0	10,4
29/07/2022	15	5,7	125	28,5	74	1000	781	0	10,5
29/07/2022	16	3,6	124	28,8	73	1000	620	0	9,9
29/07/2022	17	2,8	143	28,6	75	1000	435	0	8,3
29/07/2022	18	1,3	183	28,2	76	1001	205	0	7,3
29/07/2022	19	0,6	178	27,3	83	1001	50	0	4,9
29/07/2022	20	0,3	110	26,9	89	1002	3	0	4,3
29/07/2022	21	0,6	95	26,5	91	1003	1	0	3,8
29/07/2022	22	0,2	126	26,5	88	1003	1	0	3,4
29/07/2022	23	0,3	133	26,4	87	1003	1	0	5,4
30/07/2022	00	0,9	69	26,2	88	1003	1	0	3,8
30/07/2022	01	2,1	28	25,9	91	1003	1	0	4,8
30/07/2022	02	0,5	15	25,5	94	1003	1	0	2,5
30/07/2022	03	0,1	11	25,3	95	1003	1	0	1,8
30/07/2022	04	0,5	20	25,3	95	1003	1	0	3,2
30/07/2022	05	0,8	26	25,2	96	1003	1	0	3,7
30/07/2022	06	0,5	22	25,3	95	1004	38	0	3
30/07/2022	07	2	35	26	92	1004	161	0	5,6
30/07/2022	08	1,1	81	27	88	1004	311	0	5,2
30/07/2022	09	1,9	46	27,4	85	1005	382	0	6,8
30/07/2022	10	3,2	53	26,3	91	1005	179	0	8,5
30/07/2022	11	1,6	120	27,8	83	1005	443	0	7,3
30/07/2022	12	1,8	107	28,7	77	1005	708	0	7,8
30/07/2022	13	1,7	106	29,6	73	1005	834	0	7,1
30/07/2022	14	2,3	88	28,9	79	1004	791	0	9
30/07/2022	15	2	94	28,7	81	1004	720	0	8,8
30/07/2022	16	1,1	153	28,9	82	1004	439	0	6,6
30/07/2022	17	0,7	177	28,8	82	1003	300	0	5,5
30/07/2022	18	0,7	146	28,4	84	1003	216	0	5,6
30/07/2022	19	0,6	127	27,2	91	1003	32	0	4,6
30/07/2022	20	1,6	176	26,7	95	1004	2	0	5,3
30/07/2022	21	0,6	136	26,7	91	1005	1	0	3,3
30/07/2022	22	0,1	12	26,8	91	1006	1	0	0,6
30/07/2022	23	0,8	68	26,6	92	1006	1	0	3,2
31/07/2022	00	2,2	123	26,3	97	1005	1	0	4,3
31/07/2022	01	1,1	112	26,1	98	1005	1	0	3,5
31/07/2022	02	0,1	334	26	98	1005	1	0	0,1
31/07/2022	03	0,1	311	25,7	100	1004	1	0	0,7
31/07/2022	04	0,1	5	25,4	100	1003	1	0	0,7
31/07/2022	05	0,2	21	25	100	1003	1	0	0,8
31/07/2022	06	0,1	14	25,1	100	1003	19	0	0,1
31/07/2022	07	0,8	19	25,3	100	1004	90	0	2,3
31/07/2022	08	0,5	34	26,6	96	1004	281	0	1,8
31/07/2022	09	0,6	22	27,2	92	1004	254	0	3
31/07/2022	10	0,3	96	28,2	85	1005	394	0	4,3
31/07/2022	11	0,5	159	29,3	76	1005	645	0	4,9
31/07/2022	12	0,8	150	29,9	72	1004	842	0	5,9
31/07/2022	13	1	150	30,5	67	1004	928	0	6
31/07/2022	14	1,9	149	30,1	66	1003	877	0	7
31/07/2022	15	3,4	130	29,2	73	1003	766	0	8,5
31/07/2022	16	2,8	131	29,1	73	1002	604	0	7,9
31/07/2022	17	2,6	130	28,5	75	1002	316	0	6,6
31/07/2022	18	2,9	136	27,9	81	1002	165	0	6,1
31/07/2022	19	2,8	143	27,1	86	1002	33	0	5,3
31/07/2022	20	0,7	144	27	86	1003	4	0	1,9
31/07/2022	21	2,2	136	26,7	90	1003	1	0	4
31/07/2022	22	0,6	162	26,6	92	1003	1	0	2,6
31/07/2022	23	0,3	163	26,3	94	1003	1	0	1,4
01/08/2022	00	0,1	248	26,1	96	1003	1	0	0,4
01/08/2022	01	0,1	336	25,7	99	1003	1	0	0,6
01/08/2022	02	0,1	348	25,5	100	1003	1	0	0,1
01/08/2022	03	0,1	333	25,3	100	1003	1	0	0,3
01/08/2022	04	0,3	319	24,8	100	1003	1	0	1,8
01/08/2022	05	0,1	310	24,5	100	1002	1	0	1,2
01/08/2022	06	0,1	306	24,5	100	1003	35	0	0,3
01/08/2022	07	0,1	285	25,3	93	1003	126	0	0,2
01/08/2022	08	0,1	265	27,2	82	1003	344	0	0,1
01/08/2022	09	0,2	174	28,1	75	1003	221	0	0,7
01/08/2022	10	0,5	167	28,3	75	1003	349	0	2,4
01/08/2022	11	0,3	158	28,4	71	1003	257	0	2,2
01/08/2022	12	1,2	143	28,8	65	1003	559	0	3,1
01/08/2022	13	3,7	134	29,4	57	1002	924	0	7,9
01/08/2022	14	3,9	130	29,3	67	1002	877	0	8,8
01/08/2022	15	4,3	129	29,1	68	1002	740	0	9,9
01/08/2022	16	4	143	29,1	64	1002	388	0	9,5
01/08/2022	17	3,4	128	28,1	72	1002	153	0	7
01/08/2022	18	1,8	135	28,4	71	1001	167	0	4,8
01/08/2022	19	0,4	154	28,2	74	1001	72	0	4,1
01/08/2022	20	0,3	58	27,2	82	1002	5	0	2,3
01/08/2022	21	0,1	90	26,9	85	1003	1	0	1,3
01/08/2022	22	0,1	51	26,7	87	1003	1	0	0,5
01/08/2022	23	0,1	329	26,5	88	1003	1	0	0,1
02/08/2022	00	0,1	296	26,1	89	1002	1	0	0,8
02/08/2022	01	0,3	309	25,6	85	1002	1	0	1,6
02/08/2022	02	0,1	293	25,3	84	1002	1	0	0,3
02/08/2022	03	0,1	284	24,7	84	1002	1	0	0,6
02/08/2022	04	0,1	278	24,4	84	1002	1	0	0,2
02/08/2022	05	0,1	297	24,1	83	1002	2	0	1,6
02/08/2022	06	0,2	301	24	82	1002	38	0	1,5
02/08/2022	07	0,1	309	25,1	76	1002	157	0	1,8
02/08/2022	08	0,1	277	27,6	65	1002	378	0	0,5
02/08/2022	09	0,1	221	29	55	1002	619	0	1,3
02/08/2022	10	0,3	170	31,4	44	1002	780	0	1,7
02/08/2022	11	2	135	31,4	48	1002	885	0	5,3
02/08/2022	12	3,7	128	30,2	55	1001	941	0	8,8
02/08/2022	13	3,9	132	29,6	63	1001	942	0	9,9
02/08/2022	14	3,7	132	30,3	59	1001	889	0	9,1
02/08/2022	15	2,6	140	31	52	1000	782	0	8,9
02/08/2022	16	2,3	149	31,1	50	1000	627	0	7,6
02/08/2022	17	2	136	30,6	53	999	433	0	7
02/08/2022	18	0,7	136	30,7	56	999	232	0	4,9
02/08/2022	19	1,7	68	28,7	70	1000	55	0	6,5
02/08/2022	20	2	63	27,6	75	1000	3	0	7,1
02/08/2022	21	4,6	33	27,3	79	1001	2	0	8,9
02/08/2022	22	2,7	7	26,9	82	1001	1	0	7
02/08/2022	23	1,5	342	26,8	77	1001	1	0	5,8
03/08/2022	00	2,9	30	26,7	75	1000	1	0	6,4
03/08/2022	01	0,3	295	26,1	69	1000	1	0	3
03/08/2022	02	0,3	330	25,5	73	1000	1	0	2
03/08/2022	03	0,2	323	25,1	75	1000	1	0	0,6
03/08/2022	04	0,1	311	24,5	77	999	1	0	0,6
03/08/2022	05	0,1	298	24,3	76	1000	2	0	0,2
03/08/2022	06	0,5	313	23,9	72	1000	41	0	2,6
03/08/2022	07	0,2	307	25	65	1000	175	0	1,4
03/08/2022	08	0,1	296	27,1	60	1000	389	0	0,9
03/08/2022	09	0,2	209	29,2	57	1000	630	0	1,4
03/08/2022	10	2,6	136	29,9	56	1000	784	0	5,6
03/08/2022	11	5,4	132	28,7	63	1000	889	0	8,7
03/08/2022	12	5,3	132	29,1	65	999	944	0	8,5
03/08/2022	13	4,3	128	30,3	58	999	945	0	8,5
03/08/2022	14	3,7	128	31,1	51	999	893	0	9,1
03/08/2022	15	4,1	122	31,6	48	998	785	0	9
03/08/2022	16	2,1	155	32,3	46	998	630	0	7,6
03/08/2022	17	1,6	116	31,9	49	998	436	0	8,1
03/08/2022	18	2,9	112	29,4	67	998	226	0	10,1
03/08/2022	19	4,2	57	28,1	75	999	62	0	10,6
03/08/2022	20	5,3	39	27,6	74	999	3	0	11,1
03/08/2022	21	5,1	33	27,3	74	999	2	0	9,9
03/08/2022	22	5,2	32	26,8	76	1000	1	0	10,3
03/08/2022	23	3,1	37	26,6	74	1000	1	0	8,1
04/08/2022	00	2,9	70	26,4	75	1000	1	0	8,1
04/08/2022	01	3,1	224	26,2	74	1000	1	0	9,2
04/08/2022	02	2,6	201	25,8	77	1000	1	0	8,3
04/08/2022	03	1,4	271	25,6	79	1000	1	0	6,1
04/08/2022	04	0,8	273	25,4	77	1000	1	0	4,7
04/08/2022	05	0,3	289	24,6	72	1000	2	0	3,3
04/08/2022	06	0,8	323	23,8	70	1000	38	0	3,2
04/08/2022	07	0,7	320	24,4	64	1000	160	0	3,4
04/08/2022	08	0,1	322	26,7	55	1001	373	0	1,9
04/08/2022	09	0,1	357	29,7	56	1001	625	0	0,4
04/08/2022	10	0,2	75	31,3	56	1001	781	0	1,9
04/08/2022	11	0,3	135	31,8	58	1001	886	0	3,3
04/08/2022	12	1,6	124	31,8	50	1000	949	0	5,9
04/08/2022	13	4,3	127	31	49	1000	944	0	9,3
04/08/2022	14	6,1	125	30	52	1000	883	0	11,1
04/08/2022	15	6,3	127	29,9	54	999	771	0	11,8
04/08/2022	16	8	121	30,1	48	999	614	0	13
04/08/2022	17	4,1	127	30,5	48	999	427	0	10,4
04/08/2022	18	4,4	125	29,8	51	998	228	0	11
04/08/2022	19	1	143	29,2	56	999	63	0	5,3
04/08/2022	20	1,5	81	27,7	69	1000	3	0	7,7
04/08/2022	21	4,7	49	27,4	72	1001	1	0	10,7
04/08/2022	22	3,9	47	27,3	73	1001	1	0	9,7
04/08/2022	23	2,5	36	27	77	1001	1	0	6,3
05/08/2022	00	0,5	29	26,5	85	1001	1	0	2,1
05/08/2022	01	0,1	354	25,8	79	1001	1	0	0,9
05/08/2022	02	0,2	322	25,5	66	1001	1	0	1,4
05/08/2022	03	0,1	306	25,2	65	1001	1	0	1
05/08/2022	04	1	313	24,7	63	1001	1	0	3,5
05/08/2022	05	1,1	313	24	65	1001	2	0	3,7
05/08/2022	06	1,8	317	23,7	64	1001	39	0	4,4
05/08/2022	07	0,2	302	24,8	58	1001	177	0	1,5
05/08/2022	08	0,2	322	26,4	55	1001	385	0	2,3
05/08/2022	09	0,1	257	29,3	61	1001	622	0	0,1
05/08/2022	10	0,3	118	31,3	54	1001	777	0	2,5
05/08/2022	11	1,6	140	30,1	59	1002	890	0	5,4
05/08/2022	12	2,1	134	30,7	48	1001	948	0	6,8
05/08/2022	13	3,4	137	30,7	45	1001	953	0	8
05/08/2022	14	3,8	132	30,6	46	1001	901	0	8,5
05/08/2022	15	4,2	137	30,4	47	1001	792	0	9
05/08/2022	16	4,7	123	30	47	1000	629	0	9,1
05/08/2022	17	1,7	152	30,5	51	1001	436	0	6,3
05/08/2022	18	0,2	199	30,6	53	1001	232	0	3,7
05/08/2022	19	0,5	180	29,1	62	1001	66	0	4,4
05/08/2022	20	1,1	149	27,7	65	1001	3	0	3
05/08/2022	21	0,6	134	27,2	75	1003	1	0	4,9
05/08/2022	22	1,1	121	27	82	1003	1	0	7,1
05/08/2022	23	0,8	109	27	87	1003	1	0	6,2
06/08/2022	00	0,2	42	26,8	88	1003	1	0	1,7
06/08/2022	01	0,1	328	26,2	87	1003	1	0	0,4
06/08/2022	02	1,4	316	25,3	86	1002	1	0	4,2
06/08/2022	03	2,9	313	24,6	74	1002	1	0	6,8
06/08/2022	04	1,8	314	24,1	76	1002	1	0	5,2
06/08/2022	05	1,2	321	23,9	73	1002	1	0	3,7
06/08/2022	06	1,3	311	24,1	70	1003	36	0	4,9
06/08/2022	07	1,3	317	24,2	69	1003	167	0	4,3
06/08/2022	08	0,2	311	26,6	59	1003	379	0	2
06/08/2022	09	0,1	266	30	55	1003	619	0	0,4
06/08/2022	10	0,1	144	31,7	48	1003	776	0	0,9
06/08/2022	11	1,7	127	30,6	50	1003	880	0	5,2
06/08/2022	12	2,3	123	30,6	47	1003	941	0	6,1
06/08/2022	13	2,2	142	31,2	48	1003	939	0	7
06/08/2022	14	4,9	124	30	49	1002	885	0	8,9
06/08/2022	15	5,4	126	29,1	62	1002	766	0	9,6
06/08/2022	16	3,6	134	29,2	73	1001	604	0	9,6
06/08/2022	17	3	132	29,3	73	1001	415	0	8,5
06/08/2022	18	2,7	128	28,7	77	1001	219	0	8,2
06/08/2022	19	1,2	141	28,3	79	1001	58	0	6,1
06/08/2022	20	0,2	283	27,4	87	1001	3	0	4,2
06/08/2022	21	0,9	75	26,9	93	1002	1	0	3,8
06/08/2022	22	0,9	2	26,7	95	1002	1	0	3,9
06/08/2022	23	0,4	24	26,5	89	1002	1	0	3,1
07/08/2022	00	0,1	16	26,3	86	1002	1	0	1,2
07/08/2022	01	0,1	354	26,2	84	1002	1	0	0,9
07/08/2022	02	0,1	277	25,3	91	1002	1	0	0,9
07/08/2022	03	0,2	299	24,6	97	1001	1	0	2,7
07/08/2022	04	0,4	310	24,1	98	1001	1	0	2,8
07/08/2022	05	0,6	293	23,8	94	1001	1	0	3,1
07/08/2022	06	0,1	300	23,8	90	1001	38	0	1,2
07/08/2022	07	0,5	316	24,1	82	1001	170	0	2,8
07/08/2022	08	0,1	221	27,2	68	1002	389	0	0,1
07/08/2022	09	0,1	188	28,8	63	1002	635	0	0,9
07/08/2022	10	1,1	155	29,9	54	1001	796	0	3,5
07/08/2022	11	4,4	143	29,9	57	1001	904	0	7,9
07/08/2022	12	5,6	139	29,4	58	1001	956	0	9,4
07/08/2022	13	6,2	139	29,5	57	1000	954	0	10,6
07/08/2022	14	4,7	125	29,9	60	1000	892	0	9,9
07/08/2022	15	5	125	29,8	59	999	783	0	10,5
07/08/2022	16	5,1	124	29,7	59	999	621	0	11,4
07/08/2022	17	3	143	29,9	59	999	428	0	8,4
07/08/2022	18	0,8	184	29,7	70	999	222	0	5,5
07/08/2022	19	0,8	179	28,1	88	999	57	0	6,3
07/08/2022	20	1,1	116	26,9	99	1000	2	0	7,1
07/08/2022	21	1,1	105	26,7	100	1001	1	0	6,7
07/08/2022	22	1,7	107	26,7	99	1001	1	0	8,1
07/08/2022	23	2,7	39	26,6	97	1001	1	0	7,3
08/08/2022	00	0,9	26	26,4	95	1001	1	0	4,4
08/08/2022	01	0,1	316	26	93	1001	1	0	2,2
08/08/2022	02	0,1	317	25,4	93	1001	1	0	1,8
08/08/2022	03	0,4	321	24,8	96	1001	1	0	2,5
08/08/2022	04	0,8	317	24,4	98	1001	1	0	2,6
08/08/2022	05	0,9	316	23,9	96	1001	1	0	3,6
08/08/2022	06	0,7	316	23,7	94	1001	39	0	4
08/08/2022	07	0,4	321	24,3	86	1002	169	0	2,9
08/08/2022	08	0,1	314	26,8	75	1002	387	0	0,9
08/08/2022	09	0,2	48	29,1	70	1002	631	0	0,7
08/08/2022	10	1	172	30,4	65	1002	784	0	2,9
08/08/2022	11	2,2	123	29,5	66	1002	900	0	5,5
08/08/2022	12	2,3	133	30,4	60	1002	957	0	7,1
08/08/2022	13	1,9	133	30,7	63	1001	957	0	7,3
08/08/2022	14	1,8	164	31	63	1001	892	0	7,7
08/08/2022	15	4,5	123	30	61	1001	780	0	10
08/08/2022	16	3,5	127	30	61	1000	625	0	9,9
08/08/2022	17	2,2	127	30,3	60	1000	424	0	7,9
08/08/2022	18	0,6	214	30,1	68	1000	221	0	5,4
08/08/2022	19	0,3	196	28,6	80	1001	56	0	5,2
08/08/2022	20	0,4	131	27,3	91	1002	2	0	4,3
08/08/2022	21	0,7	88	27	94	1002	1	0	4,7
08/08/2022	22	0,4	91	27	94	1003	1	0	3,4
08/08/2022	23	0,2	58	26,8	93	1003	1	0	2,5
09/08/2022	00	0,3	9	26,1	97	1003	1	0	2,4
09/08/2022	01	0,1	2	26	97	1003	1	0	0,9
09/08/2022	02	0,1	326	25,3	89	1003	1	0	1,1
09/08/2022	03	0,1	308	24,9	85	1003	1	0	1,1
09/08/2022	04	0,1	320	24,6	86	1003	1	0	1,9
09/08/2022	05	0,4	318	24,1	87	1003	1	0	2,1
09/08/2022	06	0,7	314	24,1	86	1003	39	0	3,7
09/08/2022	07	0,3	323	24,5	84	1003	169	0	2,9
09/08/2022	08	0,2	319	26,5	74	1004	389	0	2,1
09/08/2022	09	0,1	274	29,5	67	1004	628	0	0,2
09/08/2022	10	1	152	29,7	66	1004	781	0	3,9
09/08/2022	11	2,2	137	29,4	68	1004	888	0	5,7
09/08/2022	12	2,7	127	30	61	1004	952	0	6,7
09/08/2022	13	2,6	138	30,8	56	1003	952	0	7,3
09/08/2022	14	1,8	154	31,2	58	1003	894	0	7
09/08/2022	15	1,7	162	30,9	62	1003	774	0	7,1
09/08/2022	16	1,3	159	30,8	65	1002	618	0	6,9
09/08/2022	17	1,6	155	30,4	66	1002	424	0	6,6
